State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total_calls,Total_charges,Intl_call_ratio,Day_call_ratio,Night_call_ratio,Evening_call_ratio,Avg_charge_per_call,Day_charge_per_min,Eve_charge_per_min,Night_charge_per_min,Intl_charge_per_min,Day_call_efficiency,Eve_call_efficiency,Night_call_efficiency,Intl_call_efficiency,Total_minutes,Charge_per_min,Monthly_Revenue,Customer_Lifetime_Months,CLV,Revenue_per_call,Revenue_per_minute
CT,134,408,No,Yes,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,False,338,42.81,0.008875739644970414,0.2781065088757396,0.34615384615384615,0.3668639053254438,0.1266568047337278,0.16998754669987548,0.08499249624812405,0.04502341920374707,0.26987951807228916,0.8542553191489362,1.6120967741935484,1.45982905982906,5.533333333333334,467.6,0.09155260906757913,9.584328358208955,4.466666666666667,42.81,0.1266568047337278,0.09155260906757913
MA,80,408,No,Yes,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,False,342,64.86,0.011695906432748537,0.3362573099415205,0.4239766081871345,0.22807017543859648,0.18964912280701754,0.1699947451392538,0.08499610288386593,0.04499767333643555,0.2710526315789474,1.6547826086956523,3.28974358974359,1.4820689655172414,0.95,665.6,0.09744591346153846,24.3225,2.6666666666666665,64.86,0.18964912280701754,0.09744591346153846
OH,165,510,No,No,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,False,245,69.09,0.004081632653061225,0.27346938775510204,0.35918367346938773,0.363265306122449,0.28200000000000003,0.17000955109837632,0.0849890430971512,0.04500665778961385,0.27031249999999996,3.1253731343283584,3.0764044943820226,1.7068181818181818,12.8,646.2,0.10691736304549675,12.561818181818182,5.5,69.09,0.28200000000000003,0.10691736304549675
KS,65,415,No,Yes,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,False,316,60.62,0.012658227848101266,0.37658227848101267,0.27531645569620256,0.33544303797468356,0.19183544303797467,0.1700191570881226,0.08501055594651655,0.04501397949673812,0.2704,1.754621848739496,1.340566037735849,2.466666666666667,3.125,578.0,0.104878892733564,27.978461538461538,2.1666666666666665,60.62,0.19183544303797467,0.104878892733564
OK,104,415,No,No,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2,False,278,44.08,0.02158273381294964,0.3129496402877698,0.3129496402877698,0.35251798561151076,0.15856115107913668,0.1699823943661972,0.08499369482976041,0.04501864677677144,0.2704761904761905,1.3057471264367815,1.6183673469387754,2.1574712643678158,1.75,470.4,0.09370748299319728,12.715384615384615,3.466666666666667,44.08,0.15856115107913668,0.09370748299319728
UT,44,415,No,No,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,3,2.24,0,False,339,62.6,0.008849557522123894,0.26253687315634217,0.44542772861356933,0.2831858407079646,0.18466076696165193,0.16999012833168806,0.08503067484662577,0.044983215218202165,0.26987951807228916,2.2764044943820223,1.6979166666666667,1.775496688741722,2.766666666666667,642.0,0.09750778816199378,42.68181818181819,1.4666666666666666,62.6,0.18466076696165193,0.09750778816199378
OH,162,415,No,No,0,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,10.2,2,2.75,2,False,303,57.41,0.006600660066006601,0.3234323432343234,0.31683168316831684,0.35313531353135313,0.18947194719471946,0.16997041420118345,0.085,0.04499797488861887,0.26960784313725494,1.3795918367346938,2.2616822429906542,2.571875,5.1,634.3000000000001,0.09050922276525301,10.63148148148148,5.4,57.41,0.18947194719471946,0.09050922276525301
WA,96,415,No,No,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,True,309,82.29,0.009708737864077669,0.33980582524271846,0.34627831715210355,0.3042071197411003,0.2663106796116505,0.16998916576381368,0.08501417577966787,0.04500786163522012,0.2699029126213592,2.637142857142857,2.626595744680851,2.377570093457944,3.4333333333333336,788.4999999999999,0.10436271401395056,25.715625,3.2,82.29,0.2663106796116505,0.10436271401395056
IN,72,510,No,No,0,287.4,116,48.86,235.3,126,20.0,292.1,114,13.14,5.0,3,1.35,4,True,359,83.35,0.008356545961002786,0.3231197771587744,0.31754874651810583,0.35097493036211697,0.2321727019498607,0.1700069589422408,0.08499787505312367,0.04498459431701472,0.27,2.4775862068965515,1.8674603174603175,2.562280701754386,1.6666666666666667,819.8000000000001,0.10167113930226883,34.729166666666664,2.4,83.35,0.2321727019498607,0.10167113930226883
NE,31,415,No,No,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7.0,5,1.89,1,False,312,44.589999999999996,0.016025641025641024,0.41346153846153844,0.32051282051282054,0.25,0.14291666666666666,0.17005128205128203,0.08498463901689708,0.04498308906426156,0.26999999999999996,0.7558139534883721,3.338461538461538,0.887,1.4,453.59999999999997,0.09830246913580247,43.1516129032258,1.0333333333333334,44.589999999999996,0.14291666666666666,0.09830246913580247
AL,72,415,No,No,0,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,13.3,5,3.59,0,False,295,65.91,0.01694915254237288,0.34576271186440677,0.288135593220339,0.34915254237288135,0.22342372881355932,0.17003003003003003,0.0850191570881226,0.0449942900647126,0.2699248120300752,1.6323529411764706,2.533980582524272,3.0905882352941174,2.66,703.5,0.09368869936034115,27.4625,2.4,65.91,0.22342372881355932,0.09368869936034115
PA,136,408,No,No,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,False,269,41.989999999999995,0.01858736059479554,0.2788104089219331,0.3420074349442379,0.36059479553903345,0.15609665427509292,0.17002938295788442,0.08501138952164008,0.045047489823609226,0.2704081632653061,1.3613333333333333,2.2628865979381443,0.8010869565217391,1.9600000000000002,405.1,0.10365341890891136,9.2625,4.533333333333333,41.989999999999995,0.15609665427509292,0.10365341890891136
OR,82,415,No,Yes,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1,False,256,55.92,0.015625,0.28515625,0.4453125,0.25390625,0.2184375,0.17003412969283277,0.08498376623376623,0.045025125628140705,0.27073170731707324,2.006849315068493,3.790769230769231,1.7456140350877194,1.025,596.0,0.0938255033557047,20.458536585365852,2.7333333333333334,55.919999999999995,0.2184375,0.0938255033557047
MN,155,408,Yes,No,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2,False,360,64.96000000000001,0.013888888888888888,0.40555555555555556,0.28888888888888886,0.2916666666666667,0.18044444444444446,0.17001594896331737,0.08498360655737705,0.0449696151249156,0.27,1.7178082191780824,1.4523809523809523,1.4240384615384616,2.0,561.4,0.11571072319201997,12.572903225806453,5.166666666666667,64.96000000000001,0.18044444444444446,0.11571072319201997
GA,136,415,No,No,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,False,296,62.86,0.013513513513513514,0.28040540540540543,0.30405405405405406,0.40202702702702703,0.21236486486486486,0.17001223990208078,0.08499799438427598,0.04501401682018422,0.2704081632653061,1.9686746987951809,2.0949579831932774,2.7744444444444443,2.45,672.2,0.09351383516810473,13.866176470588236,4.533333333333333,62.86,0.21236486486486486,0.09351383516810473
TX,57,415,No,No,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3,False,332,56.68,0.012048192771084338,0.34036144578313254,0.24397590361445784,0.4036144578313253,0.17072289156626505,0.17,0.08499999999999999,0.04497837578087458,0.2702380952380952,1.424778761061947,1.5522388059701493,2.5691358024691358,2.1,585.5,0.09680614859094791,29.83157894736842,1.9,56.68,0.17072289156626505,0.09680614859094791
NM,112,415,No,No,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,False,299,45.32,0.06020066889632107,0.31438127090301005,0.2508361204013378,0.3745819397993311,0.15157190635451506,0.16997549019607844,0.08500559492726593,0.045028409090909084,0.2697674418604651,0.8680851063829786,2.3937500000000003,1.8773333333333335,0.47777777777777775,499.1000000000001,0.09080344620316569,12.139285714285714,3.7333333333333334,45.32,0.15157190635451506,0.09080344620316569
NC,95,408,No,No,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,True,301,53.43,0.006644518272425249,0.38205980066445183,0.31893687707641194,0.292358803986711,0.17750830564784054,0.16998444790046657,0.08501387604070305,0.045005875440658046,0.2698412698412698,1.1182608695652174,2.4568181818181816,2.6593750000000003,3.15,606.3999999999999,0.08811015831134567,16.87263157894737,3.1666666666666665,53.43,0.17750830564784054,0.08811015831134567
ID,113,415,No,Yes,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,False,284,60.550000000000004,0.02464788732394366,0.3591549295774648,0.18309859154929578,0.43309859154929575,0.2132042253521127,0.17002176278563655,0.08500545256270446,0.04502127659574468,0.26982758620689656,1.8019607843137255,1.4910569105691058,4.519230769230769,1.657142857142857,613.8000000000001,0.0986477680026067,16.075221238938056,3.7666666666666666,60.55000000000001,0.2132042253521127,0.0986477680026067
WI,103,415,No,No,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,False,356,49.38,0.008426966292134831,0.37640449438202245,0.37640449438202245,0.23876404494382023,0.13870786516853933,0.1699778024417314,0.0849539406345957,0.04501926252063842,0.2702380952380952,1.344776119402985,1.1494117647058824,1.3559701492537313,2.8000000000000003,467.99999999999994,0.10551282051282053,14.382524271844662,3.433333333333333,49.38,0.13870786516853933,0.10551282051282053
SC,149,415,No,Yes,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,False,342,58.16,0.017543859649122806,0.38596491228070173,0.3216374269005848,0.27485380116959063,0.17005847953216374,0.1700270635994587,0.08500722543352601,0.04503002001334223,0.26960784313725494,1.1196969696969699,2.94468085106383,1.3627272727272728,1.7,584.7,0.09946981357961346,11.71006711409396,4.966666666666667,58.160000000000004,0.17005847953216374,0.09946981357961346
NV,116,408,No,No,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,False,254,47.50000000000001,0.007874015748031496,0.2125984251968504,0.4566929133858268,0.3228346456692913,0.18700787401574806,0.16997294860234446,0.08500468603561387,0.04500537056928035,0.26962025316455696,2.053703703703704,2.602439024390244,1.6051724137931034,3.95,518.4,0.0916280864197531,12.284482758620692,3.8666666666666667,47.50000000000001,0.18700787401574806,0.0916280864197531
NE,95,510,No,No,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,False,324,39.35,0.015432098765432098,0.2962962962962963,0.2993827160493827,0.3888888888888889,0.12145061728395062,0.16993127147766324,0.08500742206828303,0.04498812351543943,0.2701923076923077,0.6062500000000001,1.6039682539682538,2.170103092783505,2.08,481.2,0.08177472984206152,12.426315789473685,3.1666666666666665,39.35,0.12145061728395062,0.08177472984206152
UT,201,510,No,No,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,False,267,65.97,0.02247191011235955,0.2696629213483146,0.3707865168539326,0.33707865168539325,0.24707865168539325,0.1700047014574518,0.0849911190053286,0.04500256278831368,0.26999999999999996,2.9541666666666666,2.502222222222222,1.9707070707070706,1.1666666666666667,640.0,0.10307812499999999,9.846268656716417,6.7,65.97,0.24707865168539325,0.10307812499999999
HI,150,415,No,No,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,False,309,65.78,0.012944983818770227,0.3786407766990291,0.32038834951456313,0.28802588996763756,0.21288025889967638,0.17,0.08497920997920999,0.0450123660346249,0.26962025316455696,1.829059829059829,2.161797752808989,2.4505050505050505,1.975,656.9,0.10013700715481809,13.156,5.0,65.78,0.21288025889967638,0.10013700715481809
MI,108,408,Yes,No,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,True,272,47.379999999999995,0.011029411764705883,0.41911764705882354,0.3125,0.25735294117647056,0.1741911764705882,0.17002606429192008,0.08499763369616659,0.0449669360764144,0.2702898550724638,1.0096491228070175,3.0185714285714287,1.6011764705882352,4.6000000000000005,476.3,0.09947512072223387,13.16111111111111,3.6,47.379999999999995,0.1741911764705882,0.09947512072223387
MO,101,415,Yes,No,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,False,344,48.97,0.014534883720930232,0.3372093023255814,0.3168604651162791,0.3313953488372093,0.1423546511627907,0.17001278772378517,0.08496932515337423,0.04500723589001447,0.26986301369863014,1.3482758620689657,1.143859649122807,1.9018348623853212,1.46,501.40000000000003,0.09766653370562424,14.545544554455445,3.3666666666666667,48.97,0.1423546511627907,0.09766653370562424
AL,182,415,No,Yes,24,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,11.6,3,3.13,1,False,332,45.690000000000005,0.009036144578313253,0.3132530120481928,0.29518072289156627,0.3825301204819277,0.13762048192771087,0.17002341920374708,0.08500697350069734,0.044973821989528796,0.26982758620689656,1.231730769230769,1.1291338582677166,1.9489795918367347,3.8666666666666667,474.1,0.09637207340223582,7.531318681318682,6.066666666666666,45.690000000000005,0.13762048192771087,0.09637207340223582
VT,128,408,No,No,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,True,290,74.57000000000001,0.02413793103448276,0.4482758620689655,0.2827586206896552,0.24482758620689654,0.2571379310344828,0.16998683633172446,0.0849966953073364,0.045013054830287204,0.27090909090909093,1.7530769230769232,4.261971830985916,2.3353658536585367,0.7857142857142857,727.5,0.10250171821305842,17.477343750000003,4.266666666666667,74.57000000000001,0.2571379310344828,0.10250171821305842
VA,113,408,No,Yes,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,False,266,30.209999999999997,0.011278195488721804,0.23684210526315788,0.44360902255639095,0.3082706766917293,0.11357142857142856,0.16993318485523384,0.08502235469448585,0.04501187648456057,0.2699248120300752,0.7126984126984127,1.6365853658536584,1.4271186440677968,4.433333333333334,360.8,0.08373059866962305,8.020353982300884,3.7666666666666666,30.209999999999997,0.11357142857142856,0.08373059866962305
RI,76,415,No,No,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,False,256,59.44,0.01171875,0.3046875,0.359375,0.32421875,0.2321875,0.17001753360607832,0.08499222395023329,0.04497816593886463,0.2697530864197531,2.1935897435897433,3.0987951807228913,0.9956521739130434,5.3999999999999995,536.1,0.11087483678418204,23.46315789473684,2.533333333333333,59.44,0.2321875,0.11087483678418204
MD,204,510,No,No,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,False,322,60.46000000000001,0.015527950310559006,0.4503105590062112,0.2391304347826087,0.2950310559006211,0.18776397515527954,0.16998050682261212,0.08501291989664082,0.04498432601880877,0.2702127659574468,1.4151724137931034,1.6294736842105264,2.4857142857142858,2.82,565.5,0.10691423519009727,8.891176470588237,6.8,60.46000000000001,0.18776397515527954,0.10691423519009727
OH,32,415,No,Yes,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0,False,321,68.0,0.006230529595015576,0.30218068535825543,0.34579439252336447,0.34579439252336447,0.2118380062305296,0.17001718213058417,0.08501362397820163,0.04501934235976789,0.26999999999999996,2.4,1.6531531531531531,1.8630630630630631,6.5,636.1,0.10690143059267411,63.75,1.0666666666666667,68.0,0.2118380062305296,0.10690143059267411
CO,103,415,No,Yes,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,False,299,60.529999999999994,0.010033444816053512,0.2608695652173913,0.36789297658862874,0.3612040133779264,0.20244147157190634,0.1700325732899023,0.08499379909053327,0.044993870044953005,0.269811320754717,1.9679487179487178,2.2398148148148147,2.2245454545454546,3.533333333333333,650.6999999999999,0.09302289841708929,17.63009708737864,3.433333333333333,60.529999999999994,0.20244147157190634,0.09302289841708929
UT,148,510,No,No,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,False,357,62.33,0.025210084033613446,0.25770308123249297,0.36694677871148457,0.35014005602240894,0.174593837535014,0.16999999999999998,0.0850231941683234,0.045010183299389,0.26986301369863014,2.2065217391304346,1.2072,1.8740458015267176,1.6222222222222222,614.0,0.10151465798045603,12.634459459459459,4.933333333333334,62.33,0.174593837535014,0.10151465798045603
CO,57,415,No,No,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,False,314,44.23,0.006369426751592357,0.2929936305732484,0.2961783439490446,0.40445859872611467,0.14085987261146496,0.169965075669383,0.0849922640536359,0.04501079913606911,0.2702970297029703,0.9336956521739131,1.5267716535433071,2.489247311827957,5.05,521.4,0.08482930571538166,23.27894736842105,1.9,44.23,0.14085987261146496,0.08482930571538166
KY,64,415,Yes,No,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,False,246,51.67,0.012195121951219513,0.33739837398373984,0.2804878048780488,0.3699186991869919,0.21004065040650408,0.17000681663258352,0.08503034389750505,0.04501257334450964,0.2704,1.767469879518072,1.6296703296703299,3.4579710144927533,4.166666666666667,546.1,0.0946163706280901,24.220312500000002,2.1333333333333333,51.67,0.21004065040650408,0.0946163706280901
DC,70,415,No,No,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,False,324,51.260000000000005,0.006172839506172839,0.44753086419753085,0.23148148148148148,0.3148148148148148,0.1582098765432099,0.1700261780104712,0.08502178649237473,0.04499341238471673,0.2704761904761905,1.053793103448276,1.8,2.024,5.25,498.7,0.10278724684178867,21.96857142857143,2.3333333333333335,51.260000000000005,0.1582098765432099,0.10278724684178867
MA,142,408,No,No,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,False,350,61.27,0.005714285714285714,0.38285714285714284,0.30857142857142855,0.3028571428571429,0.17505714285714286,0.17001845018450185,0.08498402555910543,0.04496741491672701,0.26987951807228916,1.617910447761194,1.7716981132075473,1.2787037037037037,4.15,551.0,0.1111978221415608,12.944366197183099,4.733333333333333,61.27,0.17505714285714286,0.1111978221415608
AZ,88,415,No,No,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,False,283,53.31,0.0176678445229682,0.2862190812720848,0.37809187279151946,0.31802120141342755,0.18837455830388694,0.17002314814814812,0.08500517063081696,0.04497767857142858,0.27031249999999996,2.1333333333333333,2.148888888888889,0.8373831775700934,2.56,468.6000000000001,0.11376440460947501,18.173863636363638,2.933333333333333,53.31,0.18837455830388694,0.11376440460947501
IL,131,510,No,No,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,False,300,70.41,0.006666666666666667,0.41,0.33666666666666667,0.24666666666666667,0.2347,0.17000759301442675,0.08499012508229098,0.044988558352402744,0.27009345794392525,2.141463414634146,2.0527027027027027,2.1633663366336635,5.35,644.5,0.10924747866563227,16.12442748091603,4.366666666666666,70.40999999999998,0.2347,0.10924747866563227
CO,130,408,No,No,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,True,350,78.17,0.005714285714285714,0.36857142857142855,0.26,0.3657142857142857,0.22334285714285715,0.1700147167034584,0.08499156829679595,0.044978581627796284,0.2701149425287357,2.1069767441860465,1.853125,2.3087912087912086,4.35,727.8000000000001,0.10740588073646605,18.03923076923077,4.333333333333333,78.17,0.22334285714285715,0.10740588073646605
OR,166,510,No,No,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,False,307,62.949999999999996,0.016286644951140065,0.30293159609120524,0.3583061889250814,0.32247557003257327,0.20504885993485342,0.16998997995991985,0.08502099860009332,0.045020325203252026,0.26944444444444443,2.1462365591397847,2.1646464646464647,1.7890909090909093,1.44,617.9000000000001,0.10187732642822461,11.376506024096384,5.533333333333333,62.949999999999996,0.20504885993485342,0.10187732642822461
MS,130,510,No,No,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,False,285,60.19,0.014035087719298246,0.22105263157894736,0.43859649122807015,0.3263157894736842,0.21119298245614035,0.16998528690534573,0.08498435870698644,0.0449811320754717,0.2702479338842975,3.2365079365079366,2.0623655913978496,1.06,3.025,540.3000000000001,0.11140107347769755,13.89,4.333333333333333,60.19,0.21119298245614035,0.11140107347769755
SC,111,510,No,No,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,False,311,44.61000000000001,0.012861736334405145,0.38263665594855306,0.3022508038585209,0.3022508038585209,0.14344051446945338,0.1699872286079183,0.08501513622603432,0.04498993963782696,0.2702479338842975,0.6579831932773109,2.108510638297872,2.643617021276596,3.025,537.1,0.08305715881586298,12.056756756756759,3.7,44.61000000000001,0.14344051446945338,0.08305715881586298
IN,100,415,No,Yes,32,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3,False,339,52.949999999999996,0.02654867256637168,0.36283185840707965,0.31268436578171094,0.29793510324483774,0.1561946902654867,0.16996805111821087,0.08501515807708965,0.045000000000000005,0.2698412698412698,1.0178861788617886,2.2861386138613864,1.8113207547169812,1.4,560.7,0.09443552701979667,15.884999999999998,3.3333333333333335,52.949999999999996,0.1561946902654867,0.09443552701979667
ME,57,415,No,No,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,False,304,71.63,0.003289473684210526,0.33223684210526316,0.4506578947368421,0.2138157894736842,0.23562499999999997,0.17001356852103122,0.08500211237853825,0.04498612762584225,0.27052631578947367,2.189108910891089,3.6415384615384614,1.8416058394160584,9.5,719.5999999999999,0.0995414118954975,37.7,1.9,71.63,0.23562499999999997,0.0995414118954975
DE,139,408,No,No,0,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0,False,324,50.440000000000005,0.0030864197530864196,0.3395061728395062,0.37037037037037035,0.28703703703703703,0.15567901234567902,0.16999999999999998,0.08502633559066967,0.045,0.2702479338842975,1.2636363636363637,1.4290322580645163,2.2666666666666666,12.1,556.0,0.09071942446043166,10.886330935251799,4.633333333333334,50.440000000000005,0.15567901234567902,0.09071942446043166
OR,113,415,No,No,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,False,329,56.45,0.02127659574468085,0.43465045592705165,0.2613981762917933,0.2826747720364742,0.171580547112462,0.1700250312891114,0.08500713945740124,0.045002855511136496,0.2702290076335878,1.1174825174825176,2.2591397849462367,2.036046511627907,1.8714285714285714,558.1,0.10114674789464254,14.986725663716815,3.7666666666666666,56.45,0.171580547112462,0.10114674789464254
NJ,108,415,No,No,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,False,339,73.84,0.017699115044247787,0.3008849557522124,0.30678466076696165,0.3746312684365782,0.21781710914454278,0.16999582114500625,0.08500447627573858,0.044988066825775656,0.269811320754717,2.346078431372549,1.7590551181102363,2.417307692307692,1.7666666666666666,724.7,0.10189043742238167,20.511111111111113,3.6,73.84,0.21781710914454278,0.10189043742238167
MT,100,415,No,No,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,True,280,52.03999999999999,0.007142857142857143,0.34285714285714286,0.33214285714285713,0.31785714285714284,0.18585714285714283,0.16999117387466903,0.08499242041435068,0.04499121265377856,0.2700854700854701,1.1802083333333333,2.2235955056179777,3.0591397849462365,5.85,607.4000000000001,0.08567665459334867,15.611999999999997,3.3333333333333335,52.03999999999999,0.18585714285714283,0.08567665459334867
WV,120,510,No,No,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,False,324,65.94,0.009259259259259259,0.37962962962962965,0.28703703703703703,0.32407407407407407,0.20351851851851852,0.1699896157840083,0.08498062015503875,0.04498587570621469,0.27037037037037037,1.5658536585365854,1.9657142857142857,3.0451612903225804,3.6,693.0,0.09515151515151515,16.485,4.0,65.94,0.20351851851851852,0.09515151515151515
NJ,107,408,No,Yes,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,False,297,41.900000000000006,0.006734006734006734,0.27946127946127947,0.4074074074074074,0.3063973063973064,0.1410774410774411,0.1699896157840083,0.08502227171492205,0.0449789536981359,0.2699029126213592,1.1602409638554216,1.9736263736263735,1.3743801652892562,5.15,452.5,0.09259668508287294,11.74766355140187,3.566666666666667,41.900000000000006,0.1410774410774411,0.09259668508287294
IN,104,408,No,No,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,False,289,73.8,0.020761245674740483,0.43944636678200694,0.2664359861591695,0.27335640138408307,0.25536332179930793,0.17000713266761772,0.08500557413600891,0.0450199203187251,0.26973684210526316,2.207874015748031,2.270886075949367,1.9558441558441557,2.533333333333333,625.6,0.11796675191815856,21.288461538461537,3.466666666666667,73.8,0.25536332179930793,0.11796675191815856
NM,62,415,No,No,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,False,327,64.73,0.012232415902140673,0.2782874617737003,0.3119266055045872,0.39755351681957185,0.19795107033639145,0.16999592335915206,0.08502847843775427,0.04500875656742556,0.27058823529411763,2.695604395604396,0.9453846153846154,2.23921568627451,2.125,605.1,0.1069740538753925,31.320967741935483,2.066666666666667,64.73,0.19795107033639145,0.1069740538753925
MT,34,415,No,Yes,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,False,351,58.78000000000001,0.014245014245014245,0.2849002849002849,0.3418803418803419,0.358974358974359,0.1674643874643875,0.17003300330033005,0.08500201045436269,0.04499499499499499,0.27009345794392525,1.515,1.9738095238095237,1.665,2.1399999999999997,610.7,0.09625020468315049,51.86470588235295,1.1333333333333333,58.78000000000001,0.1674643874643875,0.09625020468315049
NM,183,415,No,No,0,190.0,100,32.3,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1,False,289,69.52,0.01384083044982699,0.3460207612456747,0.370242214532872,0.2698961937716263,0.24055363321799306,0.16999999999999998,0.08499594484995945,0.04500328731097962,0.27052631578947367,1.9,3.1615384615384614,2.8429906542056074,2.375,750.3,0.09265627082500333,11.39672131147541,6.1,69.52,0.24055363321799306,0.09265627082500333
IL,123,408,No,No,0,114.8,94,19.52,150.0,104,12.75,268.6,119,12.09,9.6,4,2.59,2,False,321,46.95,0.012461059190031152,0.29283489096573206,0.3707165109034268,0.32398753894080995,0.14626168224299066,0.1700348432055749,0.085,0.04501116902457185,0.26979166666666665,1.2212765957446807,1.4423076923076923,2.257142857142857,2.4,543.0000000000001,0.08646408839779005,11.451219512195124,4.1,46.95,0.14626168224299066,0.08646408839779005
IN,64,408,No,No,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,False,284,48.18000000000001,0.0035211267605633804,0.3415492957746479,0.31338028169014087,0.3415492957746479,0.16964788732394367,0.1700351493848858,0.08502340093603744,0.04499767333643555,0.2701923076923077,1.1731958762886598,1.9824742268041238,2.4146067415730337,10.4,531.4,0.09066616484757246,22.584375000000005,2.1333333333333333,48.18000000000001,0.16964788732394367,0.09066616484757246
ND,27,415,No,No,0,227.4,67,38.66,248.0,115,21.08,61.4,109,2.76,7.8,6,2.11,1,False,297,64.61,0.020202020202020204,0.2255892255892256,0.367003367003367,0.3872053872053872,0.21754208754208754,0.1700087950747581,0.08499999999999999,0.044951140065146576,0.2705128205128205,3.3940298507462687,2.1565217391304348,0.563302752293578,1.3,544.5999999999999,0.11863753213367612,71.78888888888889,0.9,64.61,0.21754208754208754,0.11863753213367612
