State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,GMM_Cluster,Recency,Frequency,Monetary,High_Usage,High_Complaints,Total_Calls,Avg_Minutes_Per_Call,Intl_Usage_Ratio,Charge_Per_Minute,Day_Night_Ratio,Intl_Call_Ratio
SC,64,510,No,Yes,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,False,1,0,-1,1,8,617.4,64.67,1,1,303,2.030921052631579,0.009540750323415266,0.10457632600258733,1.2367491166077738,0.013157894736842105
MD,163,408,No,No,0,223.0,120,37.91,227.0,98,19.3,188.3,125,8.47,8.8,5,2.38,1,False,2,1,-1,0,1,647.0999999999999,68.05999999999999,1,0,348,1.854154727793696,0.01357815151982719,0.10501465823175435,1.178024300052826,0.014326647564469915
WA,104,415,No,No,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,False,1,1,-1,1,2,557.1999999999999,53.17999999999999,0,0,304,1.8268852459016391,0.020243640272303836,0.09527051236116087,0.6827956989247311,0.01639344262295082
CA,93,510,No,Yes,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2,False,0,1,-1,2,2,399.9,45.10000000000001,0,0,316,1.2615141955835962,0.031179845347967076,0.11249688201546523,1.8973647711511792,0.00946372239747634
NJ,197,510,No,No,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,False,1,1,-1,2,3,564.2,53.989999999999995,0,0,301,1.8682119205298016,0.018754423213021936,0.09552370842179758,0.6780551905387648,0.006622516556291391
AR,57,510,No,No,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,6,3.43,1,False,2,0,-1,2,1,599.0,60.24,1,0,265,2.2518796992481205,0.021166666666666667,0.1004,0.8152219873150106,0.022556390977443608
CT,107,408,No,No,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,False,1,0,-1,1,1,534.3000000000001,47.78,0,0,347,1.5353448275862072,0.026900803287875953,0.08925835979824397,0.4531113058720421,0.008620689655172414
SD,75,408,No,No,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,3,4.43,2,False,0,0,-1,1,2,490.59999999999997,51.879999999999995,0,0,278,1.7584229390681003,0.03336045565500407,0.10553295362082994,1.0845588235294117,0.010752688172043012
FL,106,408,No,No,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0,False,2,2,-1,0,0,694.9,65.62,1,0,373,1.8580213903743314,0.013795085500790344,0.094295157350194,0.6837868915293217,0.0053475935828877
MS,70,408,No,No,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,False,0,0,-1,0,0,575.9,57.15,0,0,305,1.8820261437908496,0.01542728375801699,0.09906396255850235,0.9731147540983607,0.013071895424836602
MA,80,408,No,No,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10.0,2,2.7,2,False,1,0,-1,0,2,573.0999999999999,55.05000000000001,0,0,259,2.2042307692307688,0.01741856819369448,0.09588921790628814,0.7259404005862238,0.007692307692307693
VT,137,510,No,No,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13.0,0.0,0,0.0,1,False,1,0,-1,0,1,582.1,46.22,0,0,255,2.273828125,0.0,0.07926599211113017,0.3364389233954451,0.0
IL,90,415,No,Yes,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3.0,2,False,0,1,-1,0,2,568.5,60.06,0,0,344,1.6478260869565218,0.019490781387181737,0.10546093064091308,1.2122795558458523,0.014492753623188406
CT,30,408,No,No,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,False,1,0,-1,1,3,493.1,47.18,0,0,324,1.5172307692307694,0.011738514470754908,0.09548674357417526,0.7291997880233174,0.03076923076923077
KS,105,415,Yes,No,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,True,2,2,-1,2,1,818.6999999999999,84.67,1,0,319,2.5584374999999997,0.013297547883371967,0.10329388800780774,1.0686695278969955,0.021875
MA,102,415,No,Yes,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3,False,1,0,-1,0,3,441.0,42.57,0,0,270,1.6273062730627306,0.01425339366515837,0.09631221719457014,0.7405437352245863,0.007380073800738007
NJ,83,415,No,No,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,False,2,1,-1,2,3,534.2,55.04,0,0,255,2.08671875,0.016068759342301942,0.10284005979073242,0.9938854919399667,0.015625
AR,63,510,No,Yes,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,False,2,0,-1,2,0,592.1000000000001,63.28,0,0,319,1.8503125000000005,0.013825661777103352,0.10669364356769513,1.250873108265425,0.015625
MS,155,408,No,No,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2,False,0,0,-1,0,2,541.0,56.269999999999996,0,0,308,1.750809061488673,0.02785977859778598,0.1038191881918819,1.01875,0.012944983818770227
ME,105,408,No,No,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,False,0,0,-1,2,3,510.3,51.09,0,0,251,2.025,0.026012125953451985,0.09992176804224526,1.0026041666666667,0.01984126984126984
IA,73,415,No,No,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1,False,1,0,-1,1,1,550.4,52.84,0,0,340,1.6140762463343108,0.02013057671381937,0.09582879941965906,0.7125779625779626,0.011730205278592375
NM,21,415,No,Yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,False,0,0,-1,0,3,504.8999999999999,50.39,0,0,280,1.7967971530249107,0.025499110496145488,0.09960466495354815,0.8522800256904303,0.02491103202846975
TX,71,415,No,Yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,False,0,0,-1,0,1,576.9,59.91,0,0,329,1.748181818181818,0.020591797888908116,0.10366845474995674,1.0565167243367934,0.01818181818181818
KY,112,415,No,No,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,False,0,0,-1,0,0,562.9000000000001,56.89,0,0,339,1.6555882352941178,0.01986167760241177,0.10088668203582193,0.9021164021164021,0.01764705882352941
AZ,66,510,No,No,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,True,0,0,-1,0,4,514.3,52.50000000000001,0,1,357,1.4365921787709497,0.01843586260430817,0.1018823986027557,1.0071942446043165,0.008379888268156424
TN,99,408,No,No,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1,False,1,2,-1,1,1,430.4,34.84,0,0,323,1.328395061728395,0.01738525730180807,0.08076031525266575,0.27944926058133607,0.009259259259259259
WV,124,510,No,No,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,False,0,1,-1,0,1,528.5999999999999,56.260000000000005,0,0,259,2.033076923076923,0.019826283987915413,0.10623111782477344,1.1608040201005028,0.023076923076923078
CT,95,415,No,Yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,False,2,0,-1,1,3,842.3,87.29,1,0,330,2.5447129909365556,0.013399739120123327,0.10351002015889957,1.0776551199086413,0.00906344410876133
NH,130,408,No,No,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,False,1,0,-1,1,0,443.6,38.59,0,0,339,1.3047058823529412,0.023391812865497075,0.08679712100764733,0.3965217391304348,0.011764705882352941
MD,93,510,Yes,No,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1,True,0,1,-1,0,1,517.9,51.02,0,0,289,1.7858620689655171,0.02139140489497013,0.09832337637309695,0.8385449904275687,0.006896551724137931
WV,191,408,No,No,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,False,0,1,-1,0,1,624.5,60.449999999999996,1,0,314,1.9825396825396826,0.017426059152677857,0.09664268585131894,0.7663197729422895,0.022222222222222223
KY,88,415,No,No,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,False,1,0,-1,0,2,698.6999999999999,63.74999999999999,1,0,232,2.9987124463519312,0.009146777190224383,0.09111047591825068,0.6269035532994923,0.017167381974248927
WY,16,415,No,No,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,False,0,1,-1,2,5,637.7,64.14,1,1,293,2.1690476190476193,0.016439643024894316,0.100422733677783,1.0115807759119861,0.027210884353741496
GA,107,510,No,No,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,False,0,0,-1,1,2,571.8000000000001,60.35999999999999,0,0,335,1.7017857142857145,0.022171787709497202,0.10537709497206701,1.0847741215839375,0.002976190476190476
AK,96,408,No,Yes,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,False,1,0,-1,1,1,546.0,51.60999999999999,0,0,224,2.4266666666666667,0.015539305301645339,0.09435100548446068,0.6547359231776517,0.013333333333333334
CT,163,408,No,Yes,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2,False,2,0,-1,1,2,724.5,72.82,1,0,224,3.22,0.016953824948311512,0.1003721571330117,0.8604823747680891,0.013333333333333334
OR,95,415,No,No,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,True,2,0,-1,2,2,689.3,75.63,1,0,305,2.2526143790849673,0.010575112270027524,0.10956106040851804,1.4919578480310594,0.013071895424836602
OK,123,415,No,Yes,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1,False,0,0,-1,0,1,633.4,66.12,1,0,361,1.7497237569060773,0.019703656998738966,0.10422446406052964,1.1406429391504018,0.013812154696132596
MA,34,415,No,No,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,True,0,0,-1,0,2,755.4000000000001,84.08,1,0,246,3.0582995951417007,0.014542570068746694,0.111158117398202,1.6389508928571428,0.04048582995951417
DE,96,415,No,Yes,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,False,0,1,-1,0,2,571.5,58.46,0,0,287,1.984375,0.019388646288209608,0.10211353711790393,0.982122905027933,0.006944444444444444
OH,146,415,No,No,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2,False,1,0,-1,0,2,679.2,63.02,1,0,286,2.3665505226480836,0.013231402528668038,0.09264922081740665,0.6259231905465288,0.024390243902439025
ID,138,415,Yes,Yes,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,False,0,0,-1,0,0,556.1000000000001,62.74000000000001,0,0,307,1.805519480519481,0.021001615508885293,0.11261891940405672,1.534059945504087,0.012987012987012988
MO,76,510,No,No,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,True,1,1,-1,1,5,543.6,49.47,0,1,254,2.131764705882353,0.013771575468233566,0.0908373117884686,0.5641583297085688,0.011764705882352941
NC,83,510,No,Yes,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,False,1,0,-1,2,0,599.4,52.42,1,0,305,1.9588235294117646,0.02215189873417722,0.08730846102598268,0.41768292682926833,0.013071895424836602
HI,104,408,No,No,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,False,2,1,-1,2,1,549.5,53.910000000000004,0,0,340,1.6114369501466275,0.011080835603996366,0.0979291553133515,0.8058573452999528,0.002932551319648094
NJ,106,415,No,No,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,False,2,1,-1,2,1,630.4000000000001,62.16,1,0,319,1.9700000000000002,0.012987012987012984,0.09844789356984476,0.828212894850714,0.009375
MS,84,510,No,No,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,False,1,0,-1,0,1,461.3,40.13,0,0,344,1.3371014492753623,0.026606099935107073,0.08680510491023145,0.3865503080082135,0.002898550724637681
MN,99,408,No,No,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2,False,1,1,-1,2,2,629.4000000000001,55.76,1,0,326,1.9247706422018351,0.02236675126903553,0.08845177664974618,0.4541607898448519,0.012232415902140673
RI,134,415,No,No,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,False,1,2,-1,1,0,574.5999999999999,53.78,0,0,262,2.1847908745247144,0.015288394718554555,0.09343293954134818,0.6455580865603644,0.022813688212927757
NJ,80,415,No,No,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,True,2,1,-1,2,2,742.5,80.35999999999999,1,0,408,1.815403422982885,0.007800941492938803,0.10808338937457967,1.5994047619047618,0.0024449877750611247
MN,85,415,No,No,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1.0,3,False,2,1,-1,2,3,730.2,73.39,1,0,280,2.5985765124555162,0.005060175054704595,0.10036925601750546,0.9196685878962536,0.017793594306049824
WI,120,408,No,Yes,26,239.4,94,40.7,259.4,88,22.05,238.0,132,10.71,7.7,3,2.08,0,False,2,0,-1,2,0,744.5,75.54,1,0,317,2.341194968553459,0.010328638497652582,0.10132796780684106,1.001673640167364,0.009433962264150943
KS,120,510,No,No,0,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,10.0,5,2.7,1,False,0,2,-1,2,1,519.9,53.28,0,0,350,1.481196581196581,0.019197542714532542,0.10228450758302939,1.013470173187941,0.014245014245014245
NJ,125,415,No,No,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,False,2,1,-1,2,2,505.30000000000007,53.72,0,0,288,1.7484429065743947,0.02291131740075054,0.10610310092830336,1.056199304750869,0.02422145328719723
ND,118,415,No,Yes,39,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,False,1,2,-1,2,2,553.1,47.99,0,0,345,1.5985549132947978,0.022920050532394872,0.08660891535823859,0.3978260869565217,0.023121387283236993
WY,62,415,No,No,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11.0,5,2.97,0,False,2,1,-1,2,0,642.0999999999999,62.14,1,0,346,1.8504322766570602,0.01710464935468823,0.09662571917275697,0.7521815008726004,0.01440922190201729
LA,112,510,No,No,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,False,0,0,-1,0,1,615.5999999999999,62.43,1,0,325,1.8883435582822083,0.018326305546545577,0.10124878365228675,1.0174927113702623,0.02147239263803681
AL,68,510,No,No,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,False,0,0,-1,0,1,609.1,58.61,1,0,304,1.997049180327869,0.019668906736600558,0.09606621865267988,0.7153251477944521,0.022950819672131147
TX,201,415,No,Yes,21,192.0,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,False,0,0,-1,0,1,562.3000000000001,62.26,0,0,306,1.831596091205212,0.02680631990058583,0.11052725013314396,1.6396242527754057,0.009771986970684038
AR,116,510,No,No,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,False,2,0,-1,2,0,603.5,54.96,1,0,324,1.856923076923077,0.01356492969396195,0.09091811414392059,0.5564404432132963,0.015384615384615385
GA,133,510,No,No,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,False,2,0,-1,1,0,419.6,51.29,0,0,331,1.263855421686747,0.011174512601046124,0.12194484070375652,1.9722463139635733,0.02108433734939759
KY,125,408,No,No,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,False,2,0,-1,0,2,616.6,61.989999999999995,1,0,349,1.7617142857142858,0.014896373056994818,0.10037240932642486,0.9071969696969697,0.008571428571428572
NE,21,510,No,No,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,False,2,2,-1,2,0,701.1,71.85000000000001,1,0,318,2.197805642633229,0.015239994302805867,0.10233584959407492,1.0126012601260126,0.012539184952978056
ND,110,408,No,No,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,False,0,2,-1,2,3,544.5999999999999,59.91,0,0,298,1.8214046822742471,0.02364369501466276,0.10980571847507332,1.4324324324324322,0.0033444816053511705
NH,83,415,No,No,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,False,2,0,-1,1,3,671.5,70.33,1,0,292,2.2918088737201363,0.018438661710037177,0.10457992565055761,1.059065934065934,0.006825938566552901
IN,101,415,No,Yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,False,0,0,-1,0,0,560.0,59.870000000000005,0,0,259,2.1538461538461537,0.01693404634581105,0.10672014260249556,1.1456736035049289,0.011538461538461539
OR,117,415,No,Yes,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,False,2,0,-1,2,0,655.9999999999999,64.88,1,0,273,2.3941605839416056,0.0066971080669710826,0.09875190258751904,0.8392112248767539,0.014598540145985401
OH,127,408,No,No,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,False,0,0,-1,0,2,516.4,52.31,0,0,298,1.7270903010033445,0.017008117510630076,0.10110166215693855,1.0897736143637784,0.013377926421404682
KS,138,510,No,Yes,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,False,0,2,-1,2,1,625.3,64.13,1,0,304,2.0501639344262292,0.023950183618074408,0.10239501836180744,0.9850026780931977,0.009836065573770493
TX,120,415,No,No,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,False,0,0,-1,0,3,586.9,63.980000000000004,0,0,279,2.0960714285714284,0.01326756251063106,0.1088280319782276,1.739093242087254,0.007142857142857143
DC,141,415,No,Yes,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8.0,3,2.16,4,False,1,0,-1,2,4,590.2,58.67,0,1,325,1.810429447852761,0.013531799729364004,0.09923883626522327,0.8454172366621067,0.009202453987730062
OR,87,510,No,Yes,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,False,2,0,-1,2,2,548.4000000000001,59.42,0,0,326,1.6770642201834864,0.012923188933381869,0.10815435020021841,1.0673758865248228,0.009174311926605505
WA,97,408,No,No,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,True,2,1,-1,1,0,717.4,76.84,1,0,265,2.6969924812030075,0.012388641425389755,0.10695991091314032,1.18854928971158,0.015037593984962405
NC,162,408,No,Yes,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,True,2,0,-1,2,1,619.3999999999999,61.15,1,0,386,1.6005167958656328,0.014990328820116059,0.09856544165054805,0.8424753867791841,0.020671834625323
TX,119,510,No,No,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,True,1,0,-1,0,2,557.7,47.48,0,0,315,1.764873417721519,0.0159298371218901,0.08498299624127438,0.38253152732368056,0.0031645569620253164
WI,107,510,No,Yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,False,2,0,-1,2,1,574.2,64.38,0,0,290,1.97319587628866,0.020862308762169678,0.11192628650904032,1.2729134664618535,0.003436426116838488
SC,140,510,No,Yes,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1,False,1,0,-1,1,1,525.1,52.66,0,0,277,1.8888489208633095,0.02109865044668314,0.10009503896597603,0.846900269541779,0.03237410071942446
SD,91,415,No,No,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,True,2,0,-1,1,1,475.90000000000003,48.5,0,0,341,1.3915204678362574,0.021597819249318514,0.10169846928077164,0.8869565217391304,0.043859649122807015
OH,135,415,No,No,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,False,0,0,-1,0,4,557.6999999999999,64.48,0,1,270,2.057933579335793,0.018435654197243606,0.11541077501342405,2.5207373271889404,0.01107011070110701
HI,86,408,No,Yes,21,197.9,99,33.64,165.6,100,14.08,208.0,120,9.36,10.1,9,2.73,0,False,2,1,-1,2,0,581.6,59.809999999999995,0,0,328,1.7677811550151976,0.017336079642979743,0.10266048746996223,0.9468899521531101,0.02735562310030395
KY,131,415,No,No,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,False,1,0,-1,0,1,643.8,60.42,1,0,334,1.9217910447761193,0.015353598014888338,0.09370347394540944,0.644848954298993,0.014925373134328358
OH,86,415,No,Yes,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,False,2,0,-1,0,1,706.5,70.35000000000001,1,0,306,2.301302931596091,0.018233215547703182,0.09943462897526503,0.7990074441687345,0.009771986970684038
AL,85,415,No,No,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,False,0,0,-1,0,1,638.9000000000001,65.38,1,0,231,2.753879310344828,0.017502734802312857,0.10217221440850131,0.9447439353099731,0.03017241379310345
VT,195,415,No,Yes,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,False,0,0,-1,0,0,670.6,70.86999999999999,1,0,289,2.3124137931034485,0.018016676593210244,0.10552412150089337,1.1430685742476567,0.006896551724137931
ND,177,408,No,No,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,False,2,2,-1,2,1,605.9000000000001,61.21,1,0,330,1.8305135951661635,0.02339759433185038,0.10085681331356071,0.8351696782723667,0.006042296072507553
WA,100,408,No,No,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,True,1,1,-1,1,6,526.7,43.33,0,1,322,1.6306501547987617,0.01800265302255069,0.08211104794390751,0.30543572044866263,0.0030959752321981426
CT,124,415,No,No,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,False,1,0,-1,1,1,732.9,63.379999999999995,1,0,304,2.402950819672131,0.015397193078076033,0.08636053958304946,0.43001631321370315,0.006557377049180328
DE,81,510,Yes,No,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,False,0,1,-1,0,1,566.5999999999999,66.09,0,0,271,2.083088235294117,0.013742071881606767,0.11643763213530658,2.065952184666117,0.01838235294117647
HI,105,415,No,No,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,True,2,1,-1,2,0,794.3,84.92999999999999,1,0,332,2.3852852852852853,0.01093926820067899,0.10678989060731799,1.3802747791952894,0.009009009009009009
MI,126,415,Yes,Yes,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,False,0,0,-1,0,1,469.90000000000003,46.52000000000001,0,0,346,1.3541786743515851,0.020386493947759605,0.09878955192185179,0.8315112540192927,0.020172910662824207
ND,71,510,No,No,0,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,True,2,2,-1,2,0,721.4,76.00999999999999,1,0,320,2.2473520249221184,0.016334440753045406,0.10521871539313399,1.226172076249356,0.03115264797507788
NE,139,415,No,No,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,False,2,2,-1,2,0,617.5,63.720000000000006,1,0,285,2.159090909090909,0.009054163298302343,0.10302344381568311,1.0831195484864031,0.013986013986013986
NE,77,415,No,No,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,False,2,2,-1,2,1,590.6,55.6,0,0,342,1.721865889212828,0.0033806626098715348,0.09398242055442867,0.7199320016999575,0.02040816326530612
KY,72,408,No,No,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,False,0,0,-1,0,1,543.9,55.8,0,0,302,1.7950495049504949,0.014681592952835384,0.1024041108460268,1.0114220445459736,0.019801980198019802
KS,74,415,No,Yes,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,False,1,2,-1,2,1,728.9000000000001,69.07000000000001,1,0,318,2.2849529780564266,0.012330456226880393,0.09462940128784765,0.7407721680101824,0.012539184952978056
ND,124,415,No,No,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,False,0,2,-1,2,2,555.4000000000001,56.83,0,0,279,1.983571428571429,0.022465851905104237,0.1021387491013659,1.0915032679738563,0.014285714285714285
KY,113,408,No,Yes,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,True,1,0,-1,0,5,599.5,55.13,1,1,241,2.477272727272727,0.014487926727726893,0.09180682764363031,0.5790825688073394,0.008264462809917356
ME,66,510,No,No,0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,False,1,0,-1,2,1,585.8,52.23,0,0,359,1.6272222222222221,0.009032038173142468,0.08900817995910021,0.5478180129990715,0.013888888888888888
MT,124,415,No,Yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2,False,1,0,-1,1,2,645.3,60.300000000000004,1,0,225,2.8553097345132743,0.01856722884109547,0.09330032492650474,0.6351648351648351,0.030973451327433628
IL,134,408,No,No,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,False,2,1,-1,0,1,474.1,50.63,0,0,310,1.5244372990353698,0.01283940223110924,0.10656703851820669,1.1366728509585653,0.006430868167202572
ME,41,415,No,Yes,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,False,0,0,-1,2,1,545.2,58.72,0,0,292,1.860750853242321,0.020322226290735993,0.10750640790919076,1.274601063829787,0.013651877133105802
SC,159,415,No,Yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,False,0,0,-1,1,2,544.4,55.209999999999994,0,0,275,1.972463768115942,0.023102310231023104,0.10122845617895122,0.9463955637707947,0.010869565217391304
IL,87,408,Yes,Yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,False,1,1,-1,0,1,595.4,58.050000000000004,1,0,340,1.746041055718475,0.018108651911468814,0.09733400402414488,0.7489063867016622,0.008797653958944282
WA,132,415,No,No,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,False,2,1,-1,1,3,561.9,64.31,0,0,334,1.6773134328358208,0.014212115828744005,0.11424764611831588,1.7864583333333333,0.01791044776119403
NE,86,408,No,No,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,False,1,2,-1,2,1,489.3,43.620000000000005,0,0,333,1.4649700598802395,0.01366510299816439,0.08896593922088518,0.525062656641604,0.023952095808383235
IL,55,415,Yes,No,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,False,2,1,-1,0,1,668.5,72.49,1,0,316,2.108832807570978,0.012247946228528752,0.10827483196415234,1.2254545454545456,0.01892744479495268
